id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
750,"Mudsdale",100,125,100,55,85,35,"Draft Horse Pokémon","It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10-ton load.","2.5 m","920 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/750.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
751,"Dewpider",38,40,52,40,72,27,"Water Bubble Pokémon","It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land.","0.3 m","4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/751.png",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
752,"Araquanid",68,70,92,50,132,42,"Water Bubble Pokémon","It has a habit of storing things it values in its water bubble. If its Trainer doesn’t watch out, Araquanid will try to put them in its bubble!","1.8 m","82 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/752.png",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
753,"Fomantis",40,55,35,50,35,35,"Sickle Grass Pokémon","It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration.","0.3 m","1.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/753.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,"Lurantis",70,105,90,80,90,45,"Bloom Sickle Pokémon","As it slashes into its enemies, it looks like it’s dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon.","0.9 m","18.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/754.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
755,"Morelull",40,35,55,65,75,15,"Illuminating Pokémon","It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow.","0.2 m","1.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/755.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
756,"Shiinotic",60,45,80,90,100,30,"Illuminating Pokémon","When it starts fighting for territory with Parasect, the entire area gets completely coated in spores!","1 m","11.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/756.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
757,"Salandit",48,44,40,71,40,77,"Toxic Lizard Pokémon","It weakens opponents and sends them reeling with its poisonous gas. Salandit doesn’t deal well with Spinda, since it’s always reeling.","0.6 m","4.8 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/757.png",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
758,"Salazzle",68,64,60,111,60,117,"Toxic Lizard Pokémon","It punishes Salandit that couldn’t bring it food with a fierce slap of its flame-spewing palm.","1.2 m","22.2 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/758.png",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
759,"Stufful",70,75,50,45,50,50,"Flailing Pokémon","Stufful hates to be hugged or touched in any way. It will squirm, thrash, and resist with amazing power.","0.5 m","6.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/759.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
760,"Bewear",120,125,80,55,60,60,"Strong Arm Pokémon","It boasts tremendous physical strength. Many people call it the most dangerous Pokémon in the Alola region.","2.1 m","135 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/760.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761,"Bounsweet",42,30,38,30,38,32,"Fruit Pokémon","It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It’s usually a fruitless attempt.","0.3 m","3.2 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/761.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"Steenee",52,40,48,40,48,62,"Fruit Pokémon","It bounces around, swinging the sepals on its head with abandon. They’re quite painful when they smack you!","0.7 m","8.2 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/762.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
763,"Tsareena",72,120,98,50,98,72,"Fruit Pokémon","A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent.","1.2 m","21.4 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/763.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"Comfey",51,52,90,82,110,100,"Posy Picker Pokémon","It picks flowers and sticks them to its body with fluids it produces. The aroma that wafts from its petals has a healing effect.","0.1 m","0.3 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/764.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
765,"Oranguru",90,60,80,90,110,60,"Sage Pokémon","Oranguru don’t get along with each other, so they’re always engaging in battles of wits to decide which one is superior.","1.5 m","76 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/765.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,"Passimian",100,120,90,40,60,80,"Teamwork Pokémon","Berries are its weapons as well as the staple of its diet. The one that can throw a berry the farthest is the boss of the troop.","2 m","82.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/766.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
767,"Wimpod",25,35,40,20,30,80,"Turn Tail Pokémon","An astonishingly cowardly Pokémon, Wimpod will whir its legs at high speeds to run away if anything comes near it.","0.5 m","12 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/767.png",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
768,"Golisopod",75,125,140,60,90,40,"Hard Scale Pokémon","Its claws, which it can extend and retract at will, are its greatest weapons. Golisopod is sometimes accompanied by Wimpod.","2 m","108 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/768.png",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
769,"Sandygast",55,55,80,70,45,15,"Sand Heap Pokémon","If you build sand mounds when you’re playing, destroy them before you go home, or they may get possessed and become Sandygast.","0.5 m","70 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/769.png",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
770,"Palossand",85,75,110,100,75,35,"Sand Castle Pokémon","Once it has whipped up a sandstorm to halt its opponents in their tracks, this terrifying Pokémon snatches away their vitality.","1.3 m","250 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/770.png",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
771,"Pyukumuku",55,60,130,30,130,5,"Sea Cucumber Pokémon","Its entire body is covered in its own slime. If you accidentally step on one, you’ll slip, and it will get mad and smack you!","0.3 m","1.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/771.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,"Type: Null",95,95,95,95,95,59,"Synthetic Pokémon","There’s danger of its going on a rampage, so its true power is sealed away beneath its control mask.","1.9 m","120.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/772.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,"Silvally",95,95,95,95,95,95,"Synthetic Pokémon","Through the bond it formed with its Trainer, its will was strengthened, and it was able to destroy its control mask.","2.3 m","100.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/773.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,"Minior",60,60,100,60,100,60,"Meteor Pokémon","Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.","0.3 m","40 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/774.png",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
775,"Komala",65,115,65,75,95,65,"Drowsing Pokémon","It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.","0.4 m","19.9 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/775.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"Turtonator",60,78,135,91,85,36,"Blast Turtle Pokémon","Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves.","2 m","212 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/776.png",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
777,"Togedemaru",65,98,63,40,73,96,"Roly-Poly Pokémon","Its capacity to produce electricity is somewhat limited, so it gets charged up by letting lightning strike it!","0.3 m","3.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/777.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
778,"Mimikyu",55,90,80,50,105,96,"Disguise Pokémon","A gust of wind revealed what hides under this Pokémon’s rag to a passing Trainer, who went home and died painfully that very night.","0.2 m","0.7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/778.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
779,"Bruxish",68,105,70,70,70,92,"Gnash Teeth Pokémon","Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.","0.9 m","19 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/779.png",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,"Drampa",78,60,85,135,91,36,"Placid Pokémon","It appears in towns and plays with the children. Drampa will protect kids when they’re in danger, so their moms don’t have to worry.","3 m","185 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/780.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
781,"Dhelmise",70,131,100,86,90,40,"Sea Creeper Pokémon","Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp.","3.9 m","210 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/781.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
782,"Jangmo-o",45,55,65,45,45,45,"Scaly Pokémon","It will never show an enemy its back in battle. Ancient warriors liked Jangmo-o for its valiant disposition and made it one of their own.","0.6 m","29.7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/782.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
783,"Hakamo-o",55,75,90,65,70,65,"Scaly Pokémon","The scales it sheds can be molded and processed to make pots and pans. They conduct heat well, so they’re a popular item.","1.2 m","47 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/783.png",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
784,"Kommo-o",75,110,125,100,105,85,"Scaly Pokémon","It battles valiantly with its fists, which are armored in steel scales. Kommo-o specializes in uppercuts.","1.6 m","78.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/784.png",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
785,"Tapu Koko",70,115,85,95,75,130,"Land Spirit Pokémon","The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.","1.8 m","20.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/785.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786,"Tapu Lele",70,85,75,130,115,95,"Land Spirit Pokémon","Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.","1.2 m","18.6 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/786.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
787,"Tapu Bulu",70,130,115,85,95,75,"Land Spirit Pokémon","It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants.","1.9 m","45.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/787.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
788,"Tapu Fini",70,75,115,95,130,85,"Land Spirit Pokémon","Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.","1.3 m","21.2 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/788.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
789,"Cosmog",43,29,31,29,31,37,"Nebula Pokémon","Whether or not it’s a Pokémon from this world is a mystery. When it’s in a jam, it warps away to a safe place to hide.","0.2 m","0.1 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/789.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,"Cosmoem",43,29,131,29,131,37,"Protostar Pokémon","As it absorbs light, Cosmoem continues to grow. Its golden shell is surprisingly solid.","0.1 m","999.9 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/790.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
791,"Solgaleo",137,137,107,113,89,97,"Sunne Pokémon","In writings from the distant past, it’s called by the name “the beast that devours the sun.”","3.4 m","230 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/791.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
792,"Lunala",137,113,89,137,107,97,"Moone Pokémon","It sometimes summons unknown powers and life-forms here to this world from holes that lead to other worlds.","4 m","120 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/792.png",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
793,"Nihilego",109,53,47,127,131,103,"Parasite Pokémon","It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.","1.2 m","55.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/793.png",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
794,"Buzzwole",107,139,139,53,53,79,"Swollen Pokémon","Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.","2.4 m","333.6 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/794.png",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
795,"Pheromosa",71,137,37,137,37,151,"Lissome Pokémon","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","1.8 m","25 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/795.png",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
796,"Xurkitree",83,89,71,173,71,83,"Glowing Pokémon","They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.","3.8 m","100 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/796.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,"Celesteela",97,101,103,107,101,61,"Launch Pokémon","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","9.2 m","999.9 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/797.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
798,"Kartana",59,181,131,59,31,109,"Drawn Sword Pokémon","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","0.3 m","0.1 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/798.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
799,"Guzzlord",223,101,53,97,53,43,"Junkivore Pokémon","An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.","5.5 m","888 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/799.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
800,"Necrozma",97,107,101,127,89,79,"Prism Pokémon","Light is the source of its energy. If it isn’t devouring light, impurities build up in it and on it, and Necrozma darkens and stops moving.","2.4 m","230 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/800.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
801,"Magearna",80,95,115,130,115,65,"Artificial Pokémon","Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.","1 m","80.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/801.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
802,"Marshadow",90,125,80,90,90,125,"Gloomdweller Pokémon","It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.","0.7 m","22.2 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/802.png",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
